61.163.111.70;hn.ly.kd.adsl;PTR;tcp;8080;http-proxy;open;;;syn-ack;;3;
61.163.111.70;hn.ly.kd.adsl;PTR;tcp;8081;blackice-icecap;open;;;syn-ack;;3;
61.163.111.70;hn.ly.kd.adsl;PTR;tcp;8443;https-alt;open;;;syn-ack;;3;
61.163.111.70;hn.ly.kd.adsl;PTR;tcp;8888;sun-answerbook;open;;;syn-ack;;3;
61.163.111.70;hn.ly.kd.adsl;PTR;tcp;9100;jetdirect;open;;;syn-ack;;3;

host;hostname;hostname_type;protocol;port;name;state;product;extrainfo;reason;version;conf;cpe
42.62.43.138;;;tcp;7;echo;closed;;;reset;;3;
42.62.43.138;;;tcp;9;discard;closed;;;reset;;3;
42.62.43.138;;;tcp;13;daytime;closed;;;reset;;3;
42.62.43.138;;;tcp;21;ftp;closed;;;reset;;3;
42.62.43.138;;;tcp;22;ssh;closed;;;reset;;3;
42.62.43.138;;;tcp;23;telnet;closed;;;reset;;3;
42.62.43.138;;;tcp;25;smtp;closed;;;reset;;3;
42.62.43.138;;;tcp;26;rsftp;closed;;;reset;;3;
42.62.43.138;;;tcp;37;time;closed;;;reset;;3;
42.62.43.138;;;tcp;53;domain;closed;;;reset;;3;
42.62.43.138;;;tcp;79;finger;closed;;;reset;;3;
42.62.43.138;;;tcp;80;http;open;;;syn-ack;;3;
42.62.43.138;;;tcp;81;hosts2-ns;open;;;syn-ack;;3;
42.62.43.138;;;tcp;88;kerberos-sec;open;;;syn-ack;;3;
42.62.43.138;;;tcp;106;pop3pw;open;;;syn-ack;;3;
42.62.43.138;;;tcp;110;pop3;open;;;syn-ack;;3;
42.62.43.138;;;tcp;111;rpcbind;open;;;syn-ack;;3;
42.62.43.138;;;tcp;113;ident;open;;;syn-ack;;3;
42.62.43.138;;;tcp;119;nntp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;135;msrpc;filtered;;;no-response;;3;
42.62.43.138;;;tcp;139;netbios-ssn;filtered;;;no-response;;3;
42.62.43.138;;;tcp;143;imap;open;;;syn-ack;;3;
42.62.43.138;;;tcp;144;news;open;;;syn-ack;;3;
42.62.43.138;;;tcp;179;bgp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;199;smux;open;;;syn-ack;;3;
42.62.43.138;;;tcp;389;ldap;open;;;syn-ack;;3;
42.62.43.138;;;tcp;427;svrloc;open;;;syn-ack;;3;
42.62.43.138;;;tcp;443;https;open;;;syn-ack;;3;
42.62.43.138;;;tcp;444;snpp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;445;microsoft-ds;filtered;;;no-response;;3;
42.62.43.138;;;tcp;465;smtps;open;;;syn-ack;;3;
42.62.43.138;;;tcp;513;login;open;;;syn-ack;;3;
42.62.43.138;;;tcp;514;shell;open;;;syn-ack;;3;
42.62.43.138;;;tcp;515;printer;open;;;syn-ack;;3;
42.62.43.138;;;tcp;543;klogin;open;;;syn-ack;;3;
42.62.43.138;;;tcp;544;kshell;open;;;syn-ack;;3;
42.62.43.138;;;tcp;548;afp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;554;rtsp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;587;submission;open;;;syn-ack;;3;
42.62.43.138;;;tcp;631;ipp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;646;ldp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;873;rsync;open;;;syn-ack;;3;
42.62.43.138;;;tcp;990;ftps;open;;;syn-ack;;3;
42.62.43.138;;;tcp;993;imaps;open;;;syn-ack;;3;
42.62.43.138;;;tcp;995;pop3s;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1025;NFS-or-IIS;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1026;LSA-or-nterm;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1027;IIS;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1028;unknown;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1029;ms-lsa;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1110;nfsd-status;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1433;ms-sql-s;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1720;h323q931;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1723;pptp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1755;wms;open;;;syn-ack;;3;
42.62.43.138;;;tcp;1900;upnp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;2000;cisco-sccp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;2001;dc;open;;;syn-ack;;3;
42.62.43.138;;;tcp;2049;nfs;open;;;syn-ack;;3;
42.62.43.138;;;tcp;2121;ccproxy-ftp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;2717;pn-requester;open;;;syn-ack;;3;
42.62.43.138;;;tcp;3000;ppp;open;;;syn-ack;;3;
42.62.43.138;;;tcp;3128;squid-http;open;;;syn-ack;;3;
